CodeString,Name,Keywords,ID,MasterID
NL_crptool_fnn_10_2_mi.fnn4,NL_crptool_fnn_10_2_mi_fnn4,"nonlinear,dimension,crptool",4758,912
NL_crptool_fnn_10_2_mi.fnn5,NL_crptool_fnn_10_2_mi_fnn5,"nonlinear,dimension,crptool",4759,912
NL_crptool_fnn_10_2_mi.fnn6,NL_crptool_fnn_10_2_mi_fnn6,"nonlinear,dimension,crptool",4760,912
NL_crptool_fnn_10_2_mi.fnn7,NL_crptool_fnn_10_2_mi_fnn7,"nonlinear,dimension,crptool",4761,912
NL_crptool_fnn_10_2_mi.fnn8,NL_crptool_fnn_10_2_mi_fnn8,"nonlinear,dimension,crptool",4762,912
NL_crptool_fnn_10_2_mi.fnn9,NL_crptool_fnn_10_2_mi_fnn9,"nonlinear,dimension,crptool",4763,912
NL_crptool_fnn_10_2_mi.fnn10,NL_crptool_fnn_10_2_mi_fnn10,"nonlinear,dimension,crptool",4764,912
NL_crptool_fnn_10_2_mi.firstunder005,NL_crptool_fnn_10_2_mi_firstunder005,"nonlinear,dimension,crptool",4765,912
NL_crptool_fnn_10_2_mi.firstunder01,NL_crptool_fnn_10_2_mi_firstunder01,"nonlinear,dimension,crptool",4766,912
NL_crptool_fnn_10_2_mi.firstunder02,NL_crptool_fnn_10_2_mi_firstunder02,"nonlinear,dimension,crptool",4767,912
NL_crptool_fnn_10_2_mi.firstunder05,NL_crptool_fnn_10_2_mi_firstunder05,"nonlinear,dimension,crptool",4768,912
NL_crptool_fnn_10_2_mi.firstunder07,NL_crptool_fnn_10_2_mi_firstunder07,"nonlinear,dimension,crptool",4769,912
NL_crptool_fnn_10_2_mi.firstunder08,NL_crptool_fnn_10_2_mi_firstunder08,"nonlinear,dimension,crptool",4770,912
NL_crptool_fnn_10_2_ac.pdrop,NL_crptool_fnn_10_2_ac_pdrop,"nonlinear,dimension,crptool",4771,913
NL_crptool_fnn_10_2_ac.fnn2,NL_crptool_fnn_10_2_ac_fnn2,"nonlinear,dimension,crptool",4772,913
NL_crptool_fnn_10_2_ac.fnn3,NL_crptool_fnn_10_2_ac_fnn3,"nonlinear,dimension,crptool",4773,913
NL_crptool_fnn_10_2_ac.fnn4,NL_crptool_fnn_10_2_ac_fnn4,"nonlinear,dimension,crptool",4774,913
NL_crptool_fnn_10_2_ac.fnn5,NL_crptool_fnn_10_2_ac_fnn5,"nonlinear,dimension,crptool",4775,913
NL_crptool_fnn_10_2_ac.fnn6,NL_crptool_fnn_10_2_ac_fnn6,"nonlinear,dimension,crptool",4776,913
NL_crptool_fnn_10_2_ac.fnn7,NL_crptool_fnn_10_2_ac_fnn7,"nonlinear,dimension,crptool",4777,913
NL_crptool_fnn_10_2_ac.fnn8,NL_crptool_fnn_10_2_ac_fnn8,"nonlinear,dimension,crptool",4778,913
NL_crptool_fnn_10_2_ac.fnn9,NL_crptool_fnn_10_2_ac_fnn9,"nonlinear,dimension,crptool",4779,913
NL_crptool_fnn_10_2_ac.fnn10,NL_crptool_fnn_10_2_ac_fnn10,"nonlinear,dimension,crptool",4780,913
NL_crptool_fnn_10_2_ac.firstunder005,NL_crptool_fnn_10_2_ac_firstunder005,"nonlinear,dimension,crptool",4781,913
NL_crptool_fnn_10_2_ac.firstunder01,NL_crptool_fnn_10_2_ac_firstunder01,"nonlinear,dimension,crptool",4782,913
NL_crptool_fnn_10_2_ac.firstunder02,NL_crptool_fnn_10_2_ac_firstunder02,"nonlinear,dimension,crptool",4783,913
NL_crptool_fnn_10_2_ac.firstunder05,NL_crptool_fnn_10_2_ac_firstunder05,"nonlinear,dimension,crptool",4784,913
NL_crptool_fnn_10_2_ac.firstunder07,NL_crptool_fnn_10_2_ac_firstunder07,"nonlinear,dimension,crptool",4785,913
NL_crptool_fnn_10_2_ac.firstunder08,NL_crptool_fnn_10_2_ac_firstunder08,"nonlinear,dimension,crptool",4786,913
NL_crptool_fnn_10_2_1.pdrop,NL_crptool_fnn_10_2_1_pdrop,"nonlinear,dimension,crptool",4787,914
NL_crptool_fnn_10_2_1.fnn2,NL_crptool_fnn_10_2_1_fnn2,"nonlinear,dimension,crptool",4788,914
NL_crptool_fnn_10_2_1.fnn3,NL_crptool_fnn_10_2_1_fnn3,"nonlinear,dimension,crptool",4789,914
NL_crptool_fnn_10_2_1.fnn4,NL_crptool_fnn_10_2_1_fnn4,"nonlinear,dimension,crptool",4790,914
NL_crptool_fnn_10_2_1.fnn5,NL_crptool_fnn_10_2_1_fnn5,"nonlinear,dimension,crptool",4791,914
NL_crptool_fnn_10_2_1.fnn6,NL_crptool_fnn_10_2_1_fnn6,"nonlinear,dimension,crptool",4792,914
NL_crptool_fnn_10_2_1.fnn7,NL_crptool_fnn_10_2_1_fnn7,"nonlinear,dimension,crptool",4793,914
NL_crptool_fnn_10_2_1.fnn8,NL_crptool_fnn_10_2_1_fnn8,"nonlinear,dimension,crptool",4794,914
NL_crptool_fnn_10_2_1.fnn9,NL_crptool_fnn_10_2_1_fnn9,"nonlinear,dimension,crptool",4795,914
NL_crptool_fnn_10_2_1.fnn10,NL_crptool_fnn_10_2_1_fnn10,"nonlinear,dimension,crptool",4796,914
NL_crptool_fnn_10_2_1.firstunder005,NL_crptool_fnn_10_2_1_firstunder005,"nonlinear,dimension,crptool",4797,914
NL_crptool_fnn_10_2_1.firstunder01,NL_crptool_fnn_10_2_1_firstunder01,"nonlinear,dimension,crptool",4798,914
NL_crptool_fnn_10_2_1.firstunder02,NL_crptool_fnn_10_2_1_firstunder02,"nonlinear,dimension,crptool",4799,914
NL_crptool_fnn_10_2_1.firstunder05,NL_crptool_fnn_10_2_1_firstunder05,"nonlinear,dimension,crptool",4800,914
NL_crptool_fnn_10_2_1.firstunder07,NL_crptool_fnn_10_2_1_firstunder07,"nonlinear,dimension,crptool",4801,914
NL_crptool_fnn_10_2_1.firstunder08,NL_crptool_fnn_10_2_1_firstunder08,"nonlinear,dimension,crptool",4802,914
NL_TSTL_acp_mi_1__10.mmacpfdiff,NL_TSTL_acp_mi_1__10_mmacpfdiff,"nonlinear,correlation",5079,924
NL_TSTL_acp_mi_1__10.stdmacpfdiff,NL_TSTL_acp_mi_1__10_stdmacpfdiff,"nonlinear,correlation",5080,924
NL_TSTL_acp_mi_1__10.propdecmacpf,NL_TSTL_acp_mi_1__10_propdecmacpf,"nonlinear,correlation",5081,924
NL_TSTL_acp_mi_1__10.macpfdrop_1,NL_TSTL_acp_mi_1__10_macpfdrop_1,"nonlinear,correlation",5082,924
NL_TSTL_acp_mi_1__10.macpfdrop_2,NL_TSTL_acp_mi_1__10_macpfdrop_2,"nonlinear,correlation",5083,924
NL_TSTL_acp_mi_1__10.macpfdrop_3,NL_TSTL_acp_mi_1__10_macpfdrop_3,"nonlinear,correlation",5084,924
NL_TSTL_acp_mi_1__10.macpfdrop_4,NL_TSTL_acp_mi_1__10_macpfdrop_4,"nonlinear,correlation",5085,924
NL_TSTL_acp_mi_1__10.macpfdrop_5,NL_TSTL_acp_mi_1__10_macpfdrop_5,"nonlinear,correlation",5086,924
NL_TSTL_acp_mi_1__10.macpfdrop_6,NL_TSTL_acp_mi_1__10_macpfdrop_6,"nonlinear,correlation",5087,924
NL_TSTL_acp_mi_1__10.macpfdrop_7,NL_TSTL_acp_mi_1__10_macpfdrop_7,"nonlinear,correlation",5088,924
NL_TSTL_acp_mi_1__10.macpfdrop_8,NL_TSTL_acp_mi_1__10_macpfdrop_8,"nonlinear,correlation",5089,924
NL_TSTL_acp_mi_1__10.macpfdrop_9,NL_TSTL_acp_mi_1__10_macpfdrop_9,"nonlinear,correlation",5090,924
NL_TSTL_acp_mi_1__10.macpf_1,NL_TSTL_acp_mi_1__10_macpf_1,"nonlinear,correlation",5091,924
NL_TSTL_acp_mi_1__10.sacpf_1,NL_TSTL_acp_mi_1__10_sacpf_1,"nonlinear,correlation",5092,924
NL_TSTL_acp_mi_1__10.iqracpf_1,NL_TSTL_acp_mi_1__10_iqracpf_1,"nonlinear,correlation",5093,924
NL_TSTL_acp_mi_1__10.ac1_acpf_1,NL_TSTL_acp_mi_1__10_ac1_acpf_1,"nonlinear,correlation",5094,924
NL_TSTL_acp_mi_1__10.macpf_2,NL_TSTL_acp_mi_1__10_macpf_2,"nonlinear,correlation",5095,924
NL_TSTL_acp_mi_1__10.sacpf_2,NL_TSTL_acp_mi_1__10_sacpf_2,"nonlinear,correlation",5096,924
NL_TSTL_acp_mi_1__10.iqracpf_2,NL_TSTL_acp_mi_1__10_iqracpf_2,"nonlinear,correlation",5097,924
NL_TSTL_acp_mi_1__10.ac1_acpf_2,NL_TSTL_acp_mi_1__10_ac1_acpf_2,"nonlinear,correlation",5098,924
NL_TSTL_acp_mi_1__10.macpf_3,NL_TSTL_acp_mi_1__10_macpf_3,"nonlinear,correlation",5099,924
NL_TSTL_acp_mi_1__10.sacpf_3,NL_TSTL_acp_mi_1__10_sacpf_3,"nonlinear,correlation",5100,924
NL_TSTL_acp_mi_1__10.iqracpf_3,NL_TSTL_acp_mi_1__10_iqracpf_3,"nonlinear,correlation",5101,924
NL_TSTL_acp_mi_1__10.ac1_acpf_3,NL_TSTL_acp_mi_1__10_ac1_acpf_3,"nonlinear,correlation",5102,924
NL_TSTL_acp_mi_1__10.macpf_4,NL_TSTL_acp_mi_1__10_macpf_4,"nonlinear,correlation",5103,924
NL_TSTL_acp_mi_1__10.sacpf_4,NL_TSTL_acp_mi_1__10_sacpf_4,"nonlinear,correlation",5104,924
NL_TSTL_acp_mi_1__10.iqracpf_4,NL_TSTL_acp_mi_1__10_iqracpf_4,"nonlinear,correlation",5105,924
NL_TSTL_acp_mi_1__10.ac1_acpf_4,NL_TSTL_acp_mi_1__10_ac1_acpf_4,"nonlinear,correlation",5106,924
NL_TSTL_acp_mi_1__10.macpf_5,NL_TSTL_acp_mi_1__10_macpf_5,"nonlinear,correlation",5107,924
NL_TSTL_acp_mi_1__10.sacpf_5,NL_TSTL_acp_mi_1__10_sacpf_5,"nonlinear,correlation",5108,924
NL_TSTL_acp_mi_1__10.iqracpf_5,NL_TSTL_acp_mi_1__10_iqracpf_5,"nonlinear,correlation",5109,924
NL_TSTL_acp_mi_1__10.ac1_acpf_5,NL_TSTL_acp_mi_1__10_ac1_acpf_5,"nonlinear,correlation",5110,924
NL_TSTL_acp_mi_1__10.macpf_6,NL_TSTL_acp_mi_1__10_macpf_6,"nonlinear,correlation",5111,924
NL_TSTL_acp_mi_1__10.sacpf_6,NL_TSTL_acp_mi_1__10_sacpf_6,"nonlinear,correlation",5112,924
NL_TSTL_acp_mi_1__10.iqracpf_6,NL_TSTL_acp_mi_1__10_iqracpf_6,"nonlinear,correlation",5113,924
NL_TSTL_acp_mi_1__10.ac1_acpf_6,NL_TSTL_acp_mi_1__10_ac1_acpf_6,"nonlinear,correlation",5114,924
NL_TSTL_acp_mi_1__10.macpf_7,NL_TSTL_acp_mi_1__10_macpf_7,"nonlinear,correlation",5115,924
NL_TSTL_acp_mi_1__10.sacpf_7,NL_TSTL_acp_mi_1__10_sacpf_7,"nonlinear,correlation",5116,924
NL_TSTL_acp_mi_1__10.iqracpf_7,NL_TSTL_acp_mi_1__10_iqracpf_7,"nonlinear,correlation",5117,924
NL_TSTL_acp_mi_1__10.ac1_acpf_7,NL_TSTL_acp_mi_1__10_ac1_acpf_7,"nonlinear,correlation",5118,924
NL_TSTL_acp_mi_1__10.macpf_8,NL_TSTL_acp_mi_1__10_macpf_8,"nonlinear,correlation",5119,924
NL_TSTL_acp_mi_1__10.sacpf_8,NL_TSTL_acp_mi_1__10_sacpf_8,"nonlinear,correlation",5120,924
NL_TSTL_acp_mi_1__10.iqracpf_8,NL_TSTL_acp_mi_1__10_iqracpf_8,"nonlinear,correlation",5121,924
NL_TSTL_acp_mi_1__10.ac1_acpf_8,NL_TSTL_acp_mi_1__10_ac1_acpf_8,"nonlinear,correlation",5122,924
NL_TSTL_acp_mi_1__10.macpf_9,NL_TSTL_acp_mi_1__10_macpf_9,"nonlinear,correlation",5123,924
NL_TSTL_acp_mi_1__10.sacpf_9,NL_TSTL_acp_mi_1__10_sacpf_9,"nonlinear,correlation",5124,924
NL_TSTL_acp_mi_1__10.iqracpf_9,NL_TSTL_acp_mi_1__10_iqracpf_9,"nonlinear,correlation",5125,924
NL_TSTL_acp_mi_1__10.ac1_acpf_9,NL_TSTL_acp_mi_1__10_ac1_acpf_9,"nonlinear,correlation",5126,924
NL_TSTL_acp_mi_1__10.macpf_10,NL_TSTL_acp_mi_1__10_macpf_10,"nonlinear,correlation",5127,924
NL_TSTL_acp_mi_1__10.sacpf_10,NL_TSTL_acp_mi_1__10_sacpf_10,"nonlinear,correlation",5128,924
NL_TSTL_acp_mi_1__10.iqracpf_10,NL_TSTL_acp_mi_1__10_iqracpf_10,"nonlinear,correlation",5129,924
NL_TSTL_acp_mi_1__10.ac1_acpf_10,NL_TSTL_acp_mi_1__10_ac1_acpf_10,"nonlinear,correlation",5130,924
NL_TSTL_acp_1_001_025_10_05.mmacpfdiff,NL_TSTL_acp_1_001_025_10_05_mmacpfdiff,"nonlinear,correlation",5131,925
NL_TSTL_acp_1_001_025_10_05.stdmacpfdiff,NL_TSTL_acp_1_001_025_10_05_stdmacpfdiff,"nonlinear,correlation",5132,925
NL_TSTL_acp_1_001_025_10_05.propdecmacpf,NL_TSTL_acp_1_001_025_10_05_propdecmacpf,"nonlinear,correlation",5133,925
NL_TSTL_acp_1_001_025_10_05.macpfdrop_1,NL_TSTL_acp_1_001_025_10_05_macpfdrop_1,"nonlinear,correlation",5134,925
NL_TSTL_acp_1_001_025_10_05.macpfdrop_2,NL_TSTL_acp_1_001_025_10_05_macpfdrop_2,"nonlinear,correlation",5135,925
NL_TSTL_acp_1_001_025_10_05.macpfdrop_3,NL_TSTL_acp_1_001_025_10_05_macpfdrop_3,"nonlinear,correlation",5136,925
NL_TSTL_acp_1_001_025_10_05.macpfdrop_4,NL_TSTL_acp_1_001_025_10_05_macpfdrop_4,"nonlinear,correlation",5137,925
NL_TSTL_acp_1_001_025_10_05.macpfdrop_5,NL_TSTL_acp_1_001_025_10_05_macpfdrop_5,"nonlinear,correlation",5138,925
NL_TSTL_acp_1_001_025_10_05.macpfdrop_6,NL_TSTL_acp_1_001_025_10_05_macpfdrop_6,"nonlinear,correlation",5139,925
NL_TSTL_acp_1_001_025_10_05.macpfdrop_7,NL_TSTL_acp_1_001_025_10_05_macpfdrop_7,"nonlinear,correlation",5140,925
NL_TSTL_acp_1_001_025_10_05.macpfdrop_8,NL_TSTL_acp_1_001_025_10_05_macpfdrop_8,"nonlinear,correlation",5141,925
NL_TSTL_acp_1_001_025_10_05.macpfdrop_9,NL_TSTL_acp_1_001_025_10_05_macpfdrop_9,"nonlinear,correlation",5142,925
NL_TSTL_acp_1_001_025_10_05.macpf_1,NL_TSTL_acp_1_001_025_10_05_macpf_1,"nonlinear,correlation",5143,925
NL_TSTL_acp_1_001_025_10_05.sacpf_1,NL_TSTL_acp_1_001_025_10_05_sacpf_1,"nonlinear,correlation",5144,925
NL_TSTL_acp_1_001_025_10_05.iqracpf_1,NL_TSTL_acp_1_001_025_10_05_iqracpf_1,"nonlinear,correlation",5145,925
NL_TSTL_acp_1_001_025_10_05.ac1_acpf_1,NL_TSTL_acp_1_001_025_10_05_ac1_acpf_1,"nonlinear,correlation",5146,925
NL_TSTL_acp_1_001_025_10_05.macpf_2,NL_TSTL_acp_1_001_025_10_05_macpf_2,"nonlinear,correlation",5147,925
NL_TSTL_acp_1_001_025_10_05.sacpf_2,NL_TSTL_acp_1_001_025_10_05_sacpf_2,"nonlinear,correlation",5148,925
NL_TSTL_acp_1_001_025_10_05.iqracpf_2,NL_TSTL_acp_1_001_025_10_05_iqracpf_2,"nonlinear,correlation",5149,925
NL_TSTL_acp_1_001_025_10_05.ac1_acpf_2,NL_TSTL_acp_1_001_025_10_05_ac1_acpf_2,"nonlinear,correlation",5150,925
NL_TSTL_acp_1_001_025_10_05.macpf_3,NL_TSTL_acp_1_001_025_10_05_macpf_3,"nonlinear,correlation",5151,925
NL_TSTL_acp_1_001_025_10_05.sacpf_3,NL_TSTL_acp_1_001_025_10_05_sacpf_3,"nonlinear,correlation",5152,925
NL_TSTL_acp_1_001_025_10_05.iqracpf_3,NL_TSTL_acp_1_001_025_10_05_iqracpf_3,"nonlinear,correlation",5153,925
NL_TSTL_acp_1_001_025_10_05.ac1_acpf_3,NL_TSTL_acp_1_001_025_10_05_ac1_acpf_3,"nonlinear,correlation",5154,925
NL_TSTL_acp_1_001_025_10_05.macpf_4,NL_TSTL_acp_1_001_025_10_05_macpf_4,"nonlinear,correlation",5155,925
NL_TSTL_acp_1_001_025_10_05.sacpf_4,NL_TSTL_acp_1_001_025_10_05_sacpf_4,"nonlinear,correlation",5156,925
NL_TSTL_acp_1_001_025_10_05.iqracpf_4,NL_TSTL_acp_1_001_025_10_05_iqracpf_4,"nonlinear,correlation",5157,925
NL_TSTL_acp_1_001_025_10_05.ac1_acpf_4,NL_TSTL_acp_1_001_025_10_05_ac1_acpf_4,"nonlinear,correlation",5158,925
NL_TSTL_acp_1_001_025_10_05.macpf_5,NL_TSTL_acp_1_001_025_10_05_macpf_5,"nonlinear,correlation",5159,925
NL_TSTL_acp_1_001_025_10_05.sacpf_5,NL_TSTL_acp_1_001_025_10_05_sacpf_5,"nonlinear,correlation",5160,925
NL_TSTL_acp_1_001_025_10_05.iqracpf_5,NL_TSTL_acp_1_001_025_10_05_iqracpf_5,"nonlinear,correlation",5161,925
NL_TSTL_acp_1_001_025_10_05.ac1_acpf_5,NL_TSTL_acp_1_001_025_10_05_ac1_acpf_5,"nonlinear,correlation",5162,925
NL_TSTL_acp_1_001_025_10_05.macpf_6,NL_TSTL_acp_1_001_025_10_05_macpf_6,"nonlinear,correlation",5163,925
NL_TSTL_acp_1_001_025_10_05.sacpf_6,NL_TSTL_acp_1_001_025_10_05_sacpf_6,"nonlinear,correlation",5164,925
NL_TSTL_acp_1_001_025_10_05.iqracpf_6,NL_TSTL_acp_1_001_025_10_05_iqracpf_6,"nonlinear,correlation",5165,925
NL_TSTL_acp_1_001_025_10_05.ac1_acpf_6,NL_TSTL_acp_1_001_025_10_05_ac1_acpf_6,"nonlinear,correlation",5166,925
NL_TSTL_acp_1_001_025_10_05.macpf_7,NL_TSTL_acp_1_001_025_10_05_macpf_7,"nonlinear,correlation",5167,925
NL_TSTL_acp_1_001_025_10_05.sacpf_7,NL_TSTL_acp_1_001_025_10_05_sacpf_7,"nonlinear,correlation",5168,925
NL_TSTL_acp_1_001_025_10_05.iqracpf_7,NL_TSTL_acp_1_001_025_10_05_iqracpf_7,"nonlinear,correlation",5169,925
NL_TSTL_acp_1_001_025_10_05.ac1_acpf_7,NL_TSTL_acp_1_001_025_10_05_ac1_acpf_7,"nonlinear,correlation",5170,925
NL_TSTL_acp_1_001_025_10_05.macpf_8,NL_TSTL_acp_1_001_025_10_05_macpf_8,"nonlinear,correlation",5171,925
NL_TSTL_acp_1_001_025_10_05.sacpf_8,NL_TSTL_acp_1_001_025_10_05_sacpf_8,"nonlinear,correlation",5172,925
NL_TSTL_acp_1_001_025_10_05.iqracpf_8,NL_TSTL_acp_1_001_025_10_05_iqracpf_8,"nonlinear,correlation",5173,925
NL_TSTL_acp_1_001_025_10_05.ac1_acpf_8,NL_TSTL_acp_1_001_025_10_05_ac1_acpf_8,"nonlinear,correlation",5174,925
NL_TSTL_acp_1_001_025_10_05.macpf_9,NL_TSTL_acp_1_001_025_10_05_macpf_9,"nonlinear,correlation",5175,925
NL_TSTL_acp_1_001_025_10_05.sacpf_9,NL_TSTL_acp_1_001_025_10_05_sacpf_9,"nonlinear,correlation",5176,925
NL_TSTL_acp_1_001_025_10_05.iqracpf_9,NL_TSTL_acp_1_001_025_10_05_iqracpf_9,"nonlinear,correlation",5177,925
NL_TSTL_acp_1_001_025_10_05.ac1_acpf_9,NL_TSTL_acp_1_001_025_10_05_ac1_acpf_9,"nonlinear,correlation",5178,925
NL_TSTL_acp_1_001_025_10_05.macpf_10,NL_TSTL_acp_1_001_025_10_05_macpf_10,"nonlinear,correlation",5179,925
NL_TSTL_acp_1_001_025_10_05.sacpf_10,NL_TSTL_acp_1_001_025_10_05_sacpf_10,"nonlinear,correlation",5180,925
NL_TSTL_acp_1_001_025_10_05.iqracpf_10,NL_TSTL_acp_1_001_025_10_05_iqracpf_10,"nonlinear,correlation",5181,925
NL_TSTL_acp_1_001_025_10_05.ac1_acpf_10,NL_TSTL_acp_1_001_025_10_05_ac1_acpf_10,"nonlinear,correlation",5182,925
NL_BoxCorrDim_50_ac_5.meand2,NL_BoxCorrDim_50_ac_5_meand2,"nonlinear,correlation,tstool,dimension",5183,926
NL_BoxCorrDim_50_ac_5.mediand2,NL_BoxCorrDim_50_ac_5_mediand2,"nonlinear,correlation,tstool,dimension",5184,926
NL_BoxCorrDim_50_ac_5.mind2,NL_BoxCorrDim_50_ac_5_mind2,"nonlinear,correlation,tstool,dimension",5185,926
NL_BoxCorrDim_50_ac_5.meand3,NL_BoxCorrDim_50_ac_5_meand3,"nonlinear,correlation,tstool,dimension",5186,926
NL_BoxCorrDim_50_ac_5.mediand3,NL_BoxCorrDim_50_ac_5_mediand3,"nonlinear,correlation,tstool,dimension",5187,926
NL_BoxCorrDim_50_ac_5.mind3,NL_BoxCorrDim_50_ac_5_mind3,"nonlinear,correlation,tstool,dimension",5188,926
NL_BoxCorrDim_50_ac_5.meand4,NL_BoxCorrDim_50_ac_5_meand4,"nonlinear,correlation,tstool,dimension",5189,926
NL_BoxCorrDim_50_ac_5.mediand4,NL_BoxCorrDim_50_ac_5_mediand4,"nonlinear,correlation,tstool,dimension",5190,926
NL_BoxCorrDim_50_ac_5.mind4,NL_BoxCorrDim_50_ac_5_mind4,"nonlinear,correlation,tstool,dimension",5191,926
NL_BoxCorrDim_50_ac_5.meand5,NL_BoxCorrDim_50_ac_5_meand5,"nonlinear,correlation,tstool,dimension",5192,926
NL_BoxCorrDim_50_ac_5.mediand5,NL_BoxCorrDim_50_ac_5_mediand5,"nonlinear,correlation,tstool,dimension",5193,926
NL_BoxCorrDim_50_ac_5.meanr2,NL_BoxCorrDim_50_ac_5_meanr2,"nonlinear,correlation,tstool,dimension",5194,926
NL_BoxCorrDim_50_ac_5.medianr2,NL_BoxCorrDim_50_ac_5_medianr2,"nonlinear,correlation,tstool,dimension",5195,926
NL_BoxCorrDim_50_ac_5.minr2,NL_BoxCorrDim_50_ac_5_minr2,"nonlinear,correlation,tstool,dimension",5196,926
NL_BoxCorrDim_50_ac_5.meanchr2,NL_BoxCorrDim_50_ac_5_meanchr2,"nonlinear,correlation,tstool,dimension",5197,926
NL_BoxCorrDim_50_ac_5.meanr3,NL_BoxCorrDim_50_ac_5_meanr3,"nonlinear,correlation,tstool,dimension",5198,926
NL_BoxCorrDim_50_ac_5.medianr3,NL_BoxCorrDim_50_ac_5_medianr3,"nonlinear,correlation,tstool,dimension",5199,926
NL_BoxCorrDim_50_ac_5.minr3,NL_BoxCorrDim_50_ac_5_minr3,"nonlinear,correlation,tstool,dimension",5200,926
NL_BoxCorrDim_50_ac_5.meanchr3,NL_BoxCorrDim_50_ac_5_meanchr3,"nonlinear,correlation,tstool,dimension",5201,926
NL_BoxCorrDim_50_ac_5.meanr4,NL_BoxCorrDim_50_ac_5_meanr4,"nonlinear,correlation,tstool,dimension",5202,926
NL_BoxCorrDim_50_ac_5.medianr4,NL_BoxCorrDim_50_ac_5_medianr4,"nonlinear,correlation,tstool,dimension",5203,926
NL_BoxCorrDim_50_ac_5.minr4,NL_BoxCorrDim_50_ac_5_minr4,"nonlinear,correlation,tstool,dimension",5204,926
NL_BoxCorrDim_50_ac_5.meanchr4,NL_BoxCorrDim_50_ac_5_meanchr4,"nonlinear,correlation,tstool,dimension",5205,926
NL_BoxCorrDim_50_ac_5.meanr5,NL_BoxCorrDim_50_ac_5_meanr5,"nonlinear,correlation,tstool,dimension",5206,926
NL_BoxCorrDim_50_ac_5.medianr5,NL_BoxCorrDim_50_ac_5_medianr5,"nonlinear,correlation,tstool,dimension",5207,926
NL_BoxCorrDim_50_ac_5.minr5,NL_BoxCorrDim_50_ac_5_minr5,"nonlinear,correlation,tstool,dimension",5208,926
NL_BoxCorrDim_50_ac_5.meanchr5,NL_BoxCorrDim_50_ac_5_meanchr5,"nonlinear,correlation,tstool,dimension",5209,926
NL_BoxCorrDim_50_ac_5.meanr6,NL_BoxCorrDim_50_ac_5_meanr6,"nonlinear,correlation,tstool,dimension",5210,926
NL_BoxCorrDim_50_ac_5.medianr6,NL_BoxCorrDim_50_ac_5_medianr6,"nonlinear,correlation,tstool,dimension",5211,926
NL_BoxCorrDim_50_ac_5.minr6,NL_BoxCorrDim_50_ac_5_minr6,"nonlinear,correlation,tstool,dimension",5212,926
NL_BoxCorrDim_50_ac_5.meanchr6,NL_BoxCorrDim_50_ac_5_meanchr6,"nonlinear,correlation,tstool,dimension",5213,926
NL_BoxCorrDim_50_ac_5.meanr7,NL_BoxCorrDim_50_ac_5_meanr7,"nonlinear,correlation,tstool,dimension",5214,926
NL_BoxCorrDim_50_ac_5.medianr7,NL_BoxCorrDim_50_ac_5_medianr7,"nonlinear,correlation,tstool,dimension",5215,926
NL_BoxCorrDim_50_ac_5.minr7,NL_BoxCorrDim_50_ac_5_minr7,"nonlinear,correlation,tstool,dimension",5216,926
NL_BoxCorrDim_50_ac_5.meanchr7,NL_BoxCorrDim_50_ac_5_meanchr7,"nonlinear,correlation,tstool,dimension",5217,926
NL_BoxCorrDim_50_ac_5.meanr8,NL_BoxCorrDim_50_ac_5_meanr8,"nonlinear,correlation,tstool,dimension",5218,926
NL_BoxCorrDim_50_ac_5.medianr8,NL_BoxCorrDim_50_ac_5_medianr8,"nonlinear,correlation,tstool,dimension",5219,926
NL_BoxCorrDim_50_ac_5.minr8,NL_BoxCorrDim_50_ac_5_minr8,"nonlinear,correlation,tstool,dimension",5220,926
NL_BoxCorrDim_50_ac_5.meanchr8,NL_BoxCorrDim_50_ac_5_meanchr8,"nonlinear,correlation,tstool,dimension",5221,926
NL_BoxCorrDim_50_ac_5.meanr9,NL_BoxCorrDim_50_ac_5_meanr9,"nonlinear,correlation,tstool,dimension",5222,926
NL_BoxCorrDim_50_ac_5.medianr9,NL_BoxCorrDim_50_ac_5_medianr9,"nonlinear,correlation,tstool,dimension",5223,926
NL_BoxCorrDim_50_ac_5.minr9,NL_BoxCorrDim_50_ac_5_minr9,"nonlinear,correlation,tstool,dimension",5224,926
NL_BoxCorrDim_50_ac_5.meanchr9,NL_BoxCorrDim_50_ac_5_meanchr9,"nonlinear,correlation,tstool,dimension",5225,926
NL_BoxCorrDim_50_ac_5.meanr10,NL_BoxCorrDim_50_ac_5_meanr10,"nonlinear,correlation,tstool,dimension",5226,926
NL_BoxCorrDim_50_ac_5.medianr10,NL_BoxCorrDim_50_ac_5_medianr10,"nonlinear,correlation,tstool,dimension",5227,926
NL_BoxCorrDim_50_ac_5.minr10,NL_BoxCorrDim_50_ac_5_minr10,"nonlinear,correlation,tstool,dimension",5228,926
NL_BoxCorrDim_50_ac_5.meanchr10,NL_BoxCorrDim_50_ac_5_meanchr10,"nonlinear,correlation,tstool,dimension",5229,926
NL_BoxCorrDim_50_ac_5.meanr11,NL_BoxCorrDim_50_ac_5_meanr11,"nonlinear,correlation,tstool,dimension",5230,926
NL_BoxCorrDim_50_ac_5.medianr11,NL_BoxCorrDim_50_ac_5_medianr11,"nonlinear,correlation,tstool,dimension",5231,926
NL_BoxCorrDim_50_ac_5.minr11,NL_BoxCorrDim_50_ac_5_minr11,"nonlinear,correlation,tstool,dimension",5232,926
